Country,registered,viewed,explored,certified,grade,nevents,ndays_act,nplay_video,nchapters,nforum_posts,registered_avg,viewed_avg,explored_avg,certified_avg,grade_avg,nevents_avg,ndays_act_avg,nplay_video_avg,nchapters_avg,nforum_posts_avg
Spain,256.0,194.0,40.0,31.0,29.74,255984.0,2782.0,26764.0,1022.0,6.0,1.0,0.7578125,0.15625,0.12109375,0.121885245902,1093.94871795,11.0396825397,159.30952381,5.26804123711,0.0234375
Ukraine,69.0,41.0,9.0,4.0,5.08,60919.0,655.0,9698.0,242.0,0.0,1.0,0.594202898551,0.130434782609,0.0579710144928,0.0806349206349,1107.61818182,10.0769230769,323.266666667,5.7619047619,0.0
Poland,199.0,142.0,24.0,19.0,18.41,183794.0,1925.0,27367.0,723.0,0.0,1.0,0.713567839196,0.120603015075,0.0954773869347,0.096387434555,1038.38418079,9.97409326425,253.398148148,5.09154929577,0.0
Indonesia,61.0,42.0,5.0,2.0,1.76,29808.0,415.0,3509.0,173.0,0.0,1.0,0.688524590164,0.0819672131148,0.0327868852459,0.0345098039216,522.947368421,6.91666666667,106.333333333,4.11904761905,0.0
United States,9020.0,5792.0,687.0,340.0,357.42,4851506.0,61330.0,642454.0,22568.0,1242.0,1.0,0.642128603104,0.0761640798226,0.0376940133038,0.039739826551,617.86882323,7.2821182617,130.553546027,3.91669559181,0.137694013304
Morocco,30.0,16.0,0.0,0.0,0,755.0,41.0,117.0,24.0,0.0,1.0,0.533333333333,0.0,0.0,0,27.962962963,1.41379310345,9.75,1.5,0.0
Unknown/Other,882.0,57.0,8.0,4.0,4.21,25000.0,354.0,3372.0,257.0,0.0,1.0,0.0646258503401,0.00907029478458,0.00453514739229,0.0130340557276,409.836065574,5.44615384615,134.88,4.35593220339,0.0
Other Africa,432.0,244.0,19.0,7.0,9.25,124270.0,2014.0,17611.0,772.0,0.0,1.0,0.564814814815,0.0439814814815,0.0162037037037,0.0240885416667,336.775067751,4.88834951456,101.212643678,3.20331950207,0.0
Brazil,573.0,347.0,36.0,18.0,20.06,236217.0,3201.0,36894.0,1219.0,0.0,1.0,0.605584642234,0.0628272251309,0.0314136125654,0.037355679702,459.56614786,5.82,141.9,3.55393586006,0.0
Pakistan,193.0,112.0,10.0,6.0,7.81,49552.0,805.0,462.0,381.0,0.0,1.0,0.580310880829,0.0518134715026,0.0310880829016,0.0454069767442,305.87654321,4.375,17.7692307692,3.40178571429,0.0
Portugal,67.0,45.0,12.0,7.0,7.03,67215.0,669.0,6744.0,273.0,0.0,1.0,0.671641791045,0.179104477612,0.10447761194,0.104925373134,1200.26785714,10.1363636364,177.473684211,5.9347826087,0.0
Mexico,306.0,194.0,20.0,8.0,10.96,135744.0,1524.0,15281.0,682.0,0.0,1.0,0.633986928105,0.0653594771242,0.0261437908497,0.0358169934641,497.230769231,5.16610169492,104.664383562,3.55208333333,0.0
Egypt,411.0,246.0,16.0,7.0,10.86,136844.0,1879.0,20021.0,740.0,0.0,1.0,0.598540145985,0.0389294403893,0.0170316301703,0.0345859872611,371.858695652,4.68578553616,114.405714286,3.04526748971,0.0
India,2439.0,1651.0,165.0,87.0,103.41,995724.0,13322.0,111749.0,6221.0,188.0,1.0,0.676916769168,0.0676506765068,0.0356703567036,0.043051623647,455.917582418,5.6544991511,97.1730434783,3.77258944815,0.0770807708077
Other Middle East/Central Asia,608.0,372.0,32.0,10.0,18.82,211859.0,3254.0,24419.0,1301.0,7.0,1.0,0.611842105263,0.0526315789474,0.0164473684211,0.0341560798548,393.789962825,5.45973154362,99.6693877551,3.48793565684,0.0115131578947
United Kingdom,653.0,413.0,52.0,29.0,31.21,354036.0,4738.0,44940.0,1675.0,25.0,1.0,0.632465543645,0.0796324655436,0.0444104134763,0.0493829113924,601.079796265,7.4263322884,135.770392749,4.07542579075,0.0382848392037
Colombia,107.0,68.0,9.0,4.0,4.26,55624.0,750.0,5704.0,300.0,5.0,1.0,0.635514018692,0.0841121495327,0.0373831775701,0.0448421052632,579.416666667,7.21153846154,103.709090909,4.4776119403,0.0467289719626
Greece,115.0,82.0,13.0,6.0,9.46,104162.0,1016.0,14095.0,408.0,0.0,1.0,0.713043478261,0.113043478261,0.0521739130435,0.086,1001.55769231,8.99115044248,204.275362319,4.9756097561,0.0
Japan,70.0,48.0,5.0,4.0,3.6,30685.0,432.0,3121.0,170.0,0.0,1.0,0.685714285714,0.0714285714286,0.0571428571429,0.0514285714286,464.924242424,6.26086956522,84.3513513514,3.4693877551,0.0
