Country,registered,viewed,explored,certified,grade,nevents,ndays_act,nplay_video,nchapters,nforum_posts,registered_avg,viewed_avg,explored_avg,certified_avg,grade_avg,nevents_avg,ndays_act_avg,nplay_video_avg,nchapters_avg,nforum_posts_avg
Philippines,157.0,92.0,6.0,2.0,1.97,37899.0,641.0,5105.0,272.0,0.0,1.0,0.585987261146,0.0382165605096,0.0127388535032,0.0174336283186,341.432432432,4.30201342282,68.9864864865,2.95652173913,0.0
Spain,801.0,641.0,133.0,63.0,74.67,1113129.0,10448.0,115879.0,3824.0,10.0,1.0,0.80024968789,0.166042446941,0.0786516853933,0.0965976714101,1627.38157895,13.3095541401,197.745733788,5.92868217054,0.0124843945069
Ukraine,232.0,168.0,22.0,12.0,13.88,210075.0,2199.0,32097.0,806.0,0.0,1.0,0.724137931034,0.0948275862069,0.051724137931,0.0608771929825,1129.43548387,9.81696428571,216.871621622,4.76923076923,0.0
Poland,425.0,340.0,40.0,25.0,28.73,466351.0,4340.0,68052.0,1675.0,0.0,1.0,0.8,0.0941176470588,0.0588235294118,0.0731043256997,1233.73280423,10.3827751196,213.329153605,4.94100294985,0.0
Indonesia,160.0,114.0,4.0,1.0,1.95,52675.0,767.0,5742.0,392.0,0.0,1.0,0.7125,0.025,0.00625,0.0163865546218,408.333333333,4.88535031847,59.1958762887,3.46902654867,0.0
United States,7245.0,4744.0,381.0,181.0,193.66,3695357.0,45771.0,470579.0,18361.0,347.0,1.0,0.654796411318,0.0525879917184,0.0249827467219,0.0286267553585,648.080848825,6.65953731995,112.767553319,3.83159432387,0.047895100069
Morocco,243.0,130.0,5.0,3.0,2.91,50551.0,922.0,7213.0,424.0,0.0,1.0,0.534979423868,0.0205761316872,0.0123456790123,0.0141951219512,260.572164948,3.82572614108,66.787037037,3.3125,0.0
Unknown/Other,1053.0,294.0,4.0,2.0,1.84,42379.0,725.0,6684.0,685.0,0.0,1.0,0.279202279202,0.00379867046534,0.00189933523267,0.00197002141328,331.0859375,4.55974842767,94.1408450704,2.29865771812,0.0
Other Africa,631.0,369.0,23.0,11.0,11.03,193965.0,3185.0,23826.0,1247.0,0.0,1.0,0.584786053883,0.0364500792393,0.0174326465927,0.0186632825719,383.330039526,5.27317880795,81.8762886598,3.35215053763,0.0
Brazil,1057.0,711.0,45.0,17.0,21.56,509872.0,6439.0,79406.0,2666.0,18.0,1.0,0.67265846736,0.042573320719,0.0160832544939,0.0222957600827,592.18583043,6.23934108527,129.748366013,3.73913043478,0.0170293282876
Pakistan,736.0,459.0,18.0,5.0,7.51,143242.0,2768.0,6968.0,1417.0,29.0,1.0,0.623641304348,0.0244565217391,0.00679347826087,0.0104160887656,265.262962963,3.93741109531,53.1908396947,3.08043478261,0.039402173913
Portugal,136.0,99.0,11.0,4.0,4.0,98626.0,888.0,14311.0,444.0,0.0,1.0,0.727941176471,0.0808823529412,0.0294117647059,0.0336134453782,880.589285714,6.62686567164,168.364705882,4.48484848485,0.0
Mexico,451.0,318.0,21.0,11.0,11.46,255446.0,3172.0,38777.0,1194.0,35.0,1.0,0.705099778271,0.0465631929047,0.0243902439024,0.0274820143885,703.707988981,7.19274376417,137.021201413,3.70807453416,0.0776053215078
Egypt,519.0,311.0,10.0,3.0,3.75,92840.0,1922.0,14416.0,890.0,0.0,1.0,0.599229287091,0.019267822736,0.00578034682081,0.00809935205184,231.521197007,3.7909270217,56.093385214,2.78996865204,0.0
India,6852.0,4805.0,425.0,157.0,206.6,3206358.0,39451.0,340879.0,19187.0,218.0,1.0,0.701255107998,0.0620256859311,0.0229130180969,0.0320608317815,560.160377358,5.92713341346,88.7012750455,3.99230129005,0.0318155283129
Other Middle East/Central Asia,1114.0,728.0,27.0,5.0,10.65,291734.0,4947.0,43524.0,2371.0,10.0,1.0,0.653500897666,0.024236983842,0.00448833034111,0.0102403846154,323.430155211,4.55105795768,76.8975265018,3.2524005487,0.00897666068223
United Kingdom,941.0,614.0,51.0,31.0,32.03,543543.0,6413.0,59843.0,2502.0,47.0,1.0,0.652497343252,0.0541976620616,0.0329436769394,0.0381764004768,754.920833333,7.0861878453,114.422562141,4.06168831169,0.0499468650372
Colombia,594.0,442.0,54.0,23.0,25.98,567592.0,5562.0,83754.0,2121.0,26.0,1.0,0.744107744108,0.0909090909091,0.0387205387205,0.0468108108108,1135.184,9.55670103093,208.862842893,4.80952380952,0.043771043771
Greece,302.0,233.0,38.0,20.0,21.66,362922.0,3437.0,50767.0,1214.0,8.0,1.0,0.771523178808,0.12582781457,0.0662251655629,0.0754703832753,1412.14785992,11.7303754266,245.251207729,5.16595744681,0.0264900662252
Japan,121.0,88.0,8.0,4.0,4.57,73549.0,809.0,6730.0,321.0,0.0,1.0,0.727272727273,0.0661157024793,0.0330578512397,0.0415454545455,656.6875,6.79831932773,85.1898734177,3.68965517241,0.0
